shots,nll,prob,model,acc,hmm,dataset,flip_prob
40,2.0625,0.1271357329320356,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
41,1.2421875,0.2887518818320782,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
42,1.5625,0.2096113871510978,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
43,1.5,0.22313016014842982,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
44,5.78125,0.0030848569260302594,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
45,1.8984375,0.14980250286418162,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
46,1.296875,0.27338478699614155,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
47,3.125,0.04393693362340742,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
48,2.25,0.10539922456186433,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
49,1.859375,0.15576995617312325,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
50,2.984375,0.050571100611906464,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
51,2.75,0.06392786120670757,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
52,3.984375,0.018604068232532935,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
53,2.671875,0.06912249904327114,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
54,0.283203125,0.7533667446967807,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
55,4.28125,0.013825369568946493,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
56,1.078125,0.34023286457404905,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
57,1.2890625,0.2755289704553164,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
58,4.21875,0.014717029298635137,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
59,1.28125,0.27768997095378994,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
60,1.546875,0.21291228619240427,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
61,3.09375,0.045331641611676264,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
62,2.953125,0.05217639966630833,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
63,1.625,0.19691167520419406,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
64,2.5625,0.07711171996831671,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
65,4.0625,0.017205950425851383,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
66,3.21875,0.04000503331137926,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
67,0.023193359375,0.9770735391778969,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
68,1.4765625,0.2284215394097245,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
69,2.921875,0.053832656382752,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
70,1.3046875,0.27125728970502744,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
71,0.66015625,0.5167705827795767,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
72,0.70703125,0.49310593486505433,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
73,2.890625,0.05554148833106887,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
74,3.015625,0.049015191417106724,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
75,2.265625,0.10376516104428837,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
76,1.953125,0.14183015908734253,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
1,1.0390625,0.353786201098432,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
2,2.296875,0.10057264266491435,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
3,1.8515625,0.1569916750812332,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
4,1.125,0.32465246735834974,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
5,2.609375,0.07358051721811718,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
6,1.65625,0.19085333986431632,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
7,2.75,0.06392786120670757,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
8,2.125,0.11943296826671962,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
9,0.341796875,0.7104925088436513,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
10,1.34375,0.26086558612628497,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
11,2.859375,0.057304564428268645,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
12,2.65625,0.07021102001498804,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
13,2.125,0.11943296826671962,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
14,1.9296875,0.14519356438370257,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
15,1.9375,0.14406365910145327,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
16,2.03125,0.13117145431019428,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
17,1.734375,0.17651048487186194,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
18,1.75,0.17377394345044514,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
19,0.7890625,0.4542704742837873,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
20,2.03125,0.13117145431019428,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
21,1.15625,0.314663961018459,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
22,1.625,0.19691167520419406,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
23,2.8125,0.060054667895307945,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
24,3.328125,0.035860280096566576,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
25,1.828125,0.16071462536804407,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
26,1.859375,0.15576995617312325,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
27,2.921875,0.053832656382752,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
28,4.25,0.014264233908999256,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
29,1.5625,0.2096113871510978,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
30,2.078125,0.1251646760876602,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
31,5.90625,0.00272237668213834,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
32,1.3046875,0.27125728970502744,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
33,1.390625,0.2489196812036605,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
34,0.52734375,0.5901705299683179,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
35,5.5,0.004086771438464067,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
36,2.171875,0.1139637344565904,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
37,2.5625,0.07711171996831671,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
38,3.25,0.03877420783172201,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
39,1.5,0.22313016014842982,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
40,2.0625,0.1271357329320356,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
41,0.345703125,0.7077225610574206,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
42,0.3359375,0.7146677711559482,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
43,4.6875,0.00920968160396814,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
44,1.9375,0.14406365910145327,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
45,3.421875,0.03265115658991408,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
46,1.9375,0.14406365910145327,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
47,0.69921875,0.49697341264527733,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
48,1.2578125,0.2842751988422877,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
49,1.1796875,0.30737477821235176,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
50,1.4453125,0.23567241741677974,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
51,2.03125,0.13117145431019428,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
52,0.36328125,0.6953908273230813,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
53,1.421875,0.2412612277378443,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
54,0.97265625,0.3780774349414026,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
55,0.55859375,0.572012891653811,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
56,1.6953125,0.18354186323251906,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
57,1.8125,0.1632455124539584,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
58,2.9375,0.0529980584033558,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
59,1.78125,0.16842748127818424,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
60,2.890625,0.05554148833106887,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
61,1.3359375,0.26291158027609046,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
62,4.09375,0.016676578983487567,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
63,0.06787109375,0.9343809133539388,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
64,2.703125,0.06699582332279769,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
65,0.6484375,0.5228621108821537,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
66,4.75,0.008651695203120634,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
67,1.7734375,0.16974847438608623,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
68,2.5625,0.07711171996831671,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
69,1.8671875,0.15455774475698483,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
70,1.109375,0.3297649998062575,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
71,1.078125,0.34023286457404905,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
72,1.6328125,0.19537929639047613,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
73,2.65625,0.07021102001498804,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
74,1.421875,0.2412612277378443,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
75,1.5625,0.2096113871510978,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
76,1.484375,0.22664394888734782,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
77,1.3046875,0.27125728970502744,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
1,2.5,0.0820849986238988,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
2,4.15625,0.015666196140128895,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
3,2.875,0.05641613950377735,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
4,4.09375,0.016676578983487567,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
5,2.03125,0.13117145431019428,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
6,0.75390625,0.47052497007720323,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
7,2.03125,0.13117145431019428,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
8,1.953125,0.14183015908734253,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
9,1.328125,0.26497362135689667,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
10,2.03125,0.13117145431019428,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
11,2.78125,0.061961007690531984,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
12,3.125,0.04393693362340742,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
13,2.3125,0.0990134083638263,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
14,0.72265625,0.485461035940867,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
15,2.53125,0.07955950871822769,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
16,1.09375,0.33495804292529496,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
17,2.0,0.1353352832366127,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
18,2.34375,0.09596708604499847,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
19,3.46875,0.031155951269699805,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
20,0.431640625,0.6494427282327384,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
21,2.03125,0.13117145431019428,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
22,0.48046875,0.6184934050621846,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
23,1.1875,0.3049827687110593,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
24,2.109375,0.1213137638466268,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
25,2.234375,0.10705902083552722,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
26,2.015625,0.13323710414756298,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
27,2.25,0.10539922456186433,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
28,1.53125,0.2162651668298873,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
29,1.34375,0.26086558612628497,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
30,2.5,0.0820849986238988,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
31,1.859375,0.15576995617312325,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
32,2.421875,0.08875504563653425,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
33,1.28125,0.27768997095378994,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
34,0.640625,0.5269629692433709,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
35,2.71875,0.06595714935553817,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
36,1.3515625,0.25883551402927246,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
37,1.765625,0.17107982817134254,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
38,4.09375,0.016676578983487567,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
39,4.59375,0.010114856452604551,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
40,2.6875,0.0680508540250102,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
41,0.74609375,0.4742153431555798,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
42,2.296875,0.10057264266491435,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
43,1.5703125,0.207980178394932,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
44,1.28125,0.27768997095378994,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
45,1.796875,0.1658162552121675,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
46,1.1953125,0.30260937397538795,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
47,2.484375,0.08337764926156645,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
48,0.8828125,0.41361797370441067,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
49,1.25,0.2865047968601901,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
50,1.1328125,0.3221260018134028,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
51,1.53125,0.2162651668298873,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
52,3.375,0.03421811831166603,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
53,2.0,0.1353352832366127,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
54,3.125,0.04393693362340742,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
55,1.2890625,0.2755289704553164,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
56,1.21875,0.29559943537737077,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
57,1.2109375,0.2979178504832066,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
58,1.984375,0.13746650383851944,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
59,2.484375,0.08337764926156645,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
60,0.55859375,0.572012891653811,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
61,1.296875,0.27338478699614155,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
62,1.3828125,0.25087198245993886,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
63,3.984375,0.018604068232532935,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
64,3.484375,0.030672923016533588,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
65,0.91796875,0.39932935558376886,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
66,2.828125,0.059123606568473756,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
67,1.15625,0.314663961018459,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
68,4.21875,0.014717029298635137,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
69,2.84375,0.058206980009571974,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
70,1.984375,0.13746650383851944,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
71,0.6640625,0.514755885208607,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
72,2.03125,0.13117145431019428,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
73,5.90625,0.00272237668213834,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
74,2.21875,0.10874495509722103,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
75,2.40625,0.09015273423081638,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
76,4.15625,0.015666196140128895,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
1,1.890625,0.1509774184559146,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
2,4.0625,0.017205950425851383,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
3,5.875,0.0028087941945255128,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
4,3.609375,0.027068759555306635,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
5,4.75,0.008651695203120634,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
6,4.375,0.012588142242433998,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
7,1.09375,0.33495804292529496,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
8,1.421875,0.2412612277378443,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
9,4.0625,0.017205950425851383,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
10,2.4375,0.08737902619542039,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
11,2.671875,0.06912249904327114,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
12,5.28125,0.005086069231012701,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
13,5.90625,0.00272237668213834,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
14,3.875,0.020754337873699742,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
15,4.875,0.007635094218859962,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
16,0.70703125,0.49310593486505433,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
17,1.65625,0.19085333986431632,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
18,1.7578125,0.17242162389375282,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
19,1.5,0.22313016014842982,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
20,2.4375,0.08737902619542039,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
21,1.671875,0.18789443308700168,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
22,0.82421875,0.43857749732635326,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
23,0.77734375,0.459625270884992,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
24,4.5,0.011108996538242306,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
25,1.34375,0.26086558612628497,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
26,1.328125,0.26497362135689667,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
27,1.5078125,0.221393747466153,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
28,2.96875,0.05136747956725073,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
29,1.375,0.25283959580474646,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
30,1.859375,0.15576995617312325,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
31,3.640625,0.026235941377052294,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
32,3.21875,0.04000503331137926,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
33,2.8125,0.060054667895307945,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
34,0.42578125,0.6532592269479727,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
35,1.78125,0.16842748127818424,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
36,1.1015625,0.3323513787550223,Qwen/Qwen2-1.5B-Instruct,1.0,0,logiqa,1.0
37,2.421875,0.08875504563653425,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
38,1.921875,0.1463323316229146,Qwen/Qwen2-1.5B-Instruct,0.0,0,logiqa,1.0
