dataset,shots,model,hmm,flip_prob,nll,prob,acc,nll_avg
creak,1,meta-llama/Llama-3.1-8B-Instruct,0,0.0,13.640973175585803,1.1906952525736372e-06,0.0,16.73125
creak,2,meta-llama/Llama-3.1-8B-Instruct,0,0.0,3.3009355259890367,0.036848678374783866,0.02,6.791328125
creak,3,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.5017492016681288,0.6054706426329932,0.76,0.9733740234375
creak,4,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.23247256898052635,0.7925714900925703,0.9,0.490167236328125
creak,5,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.27406126412993204,0.7602854956046774,0.84,0.7660931396484375
creak,6,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.22839939975016335,0.7958063514954583,0.84,0.840469970703125
creak,7,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.20440846495696235,0.8151293514030273,0.86,0.653302001953125
creak,8,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.32941433032437545,0.7193449085844026,0.76,1.010987548828125
creak,9,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.17799543327553186,0.8369462455829391,0.9,0.3961688232421875
creak,10,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.1235958518959083,0.8837369293240843,0.92,0.2834979248046875
creak,11,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.1262663587488684,0.8813800522270233,0.92,0.347587890625
creak,12,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.15765663631606674,0.8541430133147607,0.88,0.4828399658203125
creak,13,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.12222202199116057,0.8849518679139128,0.9,0.3001141357421875
creak,14,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.15738264982829725,0.854377069021618,0.88,0.431014404296875
creak,15,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.09813924566059673,0.9065226656176487,0.92,0.1615142822265625
creak,16,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.2264615136306653,0.7973500288301756,0.84,0.74468994140625
creak,17,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.13772903216711987,0.8713347634530004,0.88,0.2598492431640625
creak,18,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.18568281859144656,0.8305369840991312,0.86,0.6690948486328125
creak,19,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.08235423014841013,0.9209456741870105,0.94,0.12999755859375
creak,20,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.11364272989463506,0.8925767899278643,0.9,0.1921392822265625
creak,21,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.19863374266594921,0.8198501144677195,0.82,0.600880126953125
creak,22,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.08661021878438038,0.917034468789966,0.96,0.30623291015625
creak,23,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.03335631815196666,0.9671938694508462,0.98,0.0421405029296875
creak,24,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.07389823632643075,0.9287662036931456,0.96,0.257249755859375
creak,25,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.10381452260757837,0.901392469842228,0.96,0.2769219970703125
creak,26,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.10477411626158188,0.900527914225784,0.92,0.344046630859375
creak,27,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.13201371830674843,0.8763289732472463,0.94,0.466129150390625
creak,28,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.17263474840345885,0.8414448978157377,0.86,0.3925042724609375
creak,29,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.11804759487954981,0.8886537562395902,0.92,0.2917095947265625
creak,30,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.09955807950263168,0.9052373726053276,0.92,0.4897320556640625
creak,31,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.11162440464560008,0.8943801194402461,0.92,0.285545654296875
creak,32,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.1028198638507057,0.9022894937981465,0.9,0.26052001953125
creak,33,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.1802849092525857,0.8350322690972247,0.86,0.4594781494140625
creak,34,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.12467254245205048,0.8827859301759393,0.9,0.4083355712890625
creak,35,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.05459666397958527,0.9468669765038688,0.96,0.072176513671875
creak,36,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.13151715961878394,0.8767642300687619,0.9,0.3654364013671875
creak,37,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.11216282547167988,0.8938986961732945,0.92,0.2267974853515625
creak,38,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.09845587289884467,0.9062356812855509,0.94,0.1408636474609375
creak,39,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.19156464855877864,0.8256662452482485,0.88,0.501495361328125
creak,40,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.0938830188856659,0.910389254361315,0.92,0.172113037109375
creak,41,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.19706475040182475,0.8211374626106069,0.84,0.600391845703125
creak,42,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.11999355893158878,0.8869261494507638,0.92,0.3361688232421875
creak,43,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.07776126292734935,0.9251852762044901,0.94,0.169290771484375
creak,44,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.0714826893777867,0.9310123938591961,0.94,0.176614990234375
creak,45,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.10955365528057183,0.896234075381234,0.88,0.2573992919921875
creak,46,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.19161687291564455,0.8256231264855391,0.84,0.6690679931640625
creak,47,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.13361049982198056,0.8749307839400047,0.9,0.305347900390625
creak,48,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.14675213428115522,0.8635079849200723,0.88,0.4559527587890625
creak,49,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.08008224079864117,0.923040431682756,0.94,0.1206695556640625
creak,50,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.1317008840831625,0.8766031618267476,0.88,0.35269287109375
creak,51,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.09619998965455027,0.9082823508301509,0.94,0.1833984375
creak,52,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.12048144437974441,0.8864935366301893,0.92,0.3496826171875
creak,53,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.08583539375943498,0.9177452853888046,0.94,0.328660888671875
creak,54,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.18166949111270064,0.8338768986019137,0.82,0.4503912353515625
creak,55,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.11385898466929983,0.892383786804963,0.92,0.35020751953125
creak,56,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.11454047989830037,0.8917758386922165,0.92,0.2667584228515625
creak,57,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.12125443805185905,0.8858085475162367,0.88,0.3060882568359375
creak,58,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.13986829100379686,0.8694727452401537,0.88,0.3214483642578125
creak,59,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.1803346197731849,0.8349907602401327,0.86,0.3728961181640625
creak,60,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.11547007805766325,0.8909472307099019,0.9,0.2859967041015625
creak,61,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.1028265741017264,0.9022834392294636,0.92,0.2257733154296875
creak,62,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.17869836179320203,0.8363581389218493,0.84,0.6733978271484375
creak,63,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.09046493031353199,0.9135063697211792,0.92,0.198780517578125
creak,64,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.2159624167224502,0.8057655846160204,0.8,0.523863525390625
creak,65,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.1382271812035624,0.8709008169741513,0.9,0.3329534912109375
creak,66,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.07660278410871361,0.9262577048232665,0.96,0.1199884033203125
creak,67,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.18892293152015252,0.8278503054008459,0.86,0.417864990234375
creak,68,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.08643052782795795,0.9171992663966115,0.96,0.1736126708984375
creak,69,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.06018351388831794,0.9415917225699063,0.96,0.1036431884765625
creak,70,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.11504549697337395,0.8913255903676542,0.88,0.17149169921875
creak,71,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.14571536030772678,0.8644037117775969,0.9,0.37332275390625
creak,72,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.12559735676100353,0.8819698945148599,0.9,0.4104095458984375
creak,73,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.13379288855690558,0.8747712209728611,0.88,0.2864593505859375
creak,74,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.06221101460434335,0.9396845786992912,0.98,0.0990191650390625
creak,75,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.09135262307156397,0.9126958165466793,0.94,0.2605682373046875
creak,76,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.0966738964641865,0.9078520116174158,0.92,0.1918292236328125
creak,77,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.0639053303261843,0.9380938043615684,0.94,0.0965283203125
creak,78,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.15310177614747308,0.8580423891185436,0.86,0.4185052490234375
creak,79,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.056812388292354875,0.9447713028979315,0.98,0.0736724853515625
creak,80,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.17212843716594547,0.8418710386941044,0.86,0.3564990234375
creak,81,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.07030868650060675,0.9321060469385943,0.96,0.086956787109375
creak,82,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.12172433801587046,0.8853924038922321,0.94,0.2372735595703125
creak,83,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.06420791475044678,0.9378099947282241,0.96,0.1073272705078125
creak,84,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.18381056868064966,0.8320934134512337,0.84,0.3087335205078125
creak,85,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.08934382477030826,0.9145310810735043,0.94,0.294295654296875
creak,86,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.08856099886182717,0.9152472799908391,0.94,0.2023724365234375
creak,87,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.11676843453696614,0.8897912142233347,0.92,0.235474853515625
creak,88,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.11392565303976904,0.892324295015196,0.9,0.427623291015625
creak,89,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.09835434514920925,0.9063276940257553,0.94,0.2204119873046875
creak,90,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.16751379228669122,0.8457649521757062,0.84,0.450899658203125
creak,91,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.124856581388241,0.8826234781416741,0.9,0.2236846923828125
creak,92,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.17873961937340838,0.8363236335206611,0.82,0.4759600830078125
creak,93,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.1368172400804853,0.8721296019037645,0.86,0.301734619140625
creak,94,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.07179550870552343,0.9307212007358276,0.96,0.166995849609375
creak,95,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.0533527958734712,0.948045486940497,0.96,0.0744091796875
creak,96,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.1215900134028405,0.8855113418722348,0.88,0.2294171142578125
creak,97,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.09211865582676317,0.91199692937508,0.9,0.1722314453125
creak,98,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.1963910277084629,0.8216908679534737,0.82,0.5636358642578125
creak,99,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.17730231875976465,0.8375265462588487,0.82,0.36705810546875
creak,100,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.1274588714143304,0.8803296218019336,0.9,0.318114013671875
creak,101,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.08403821536343968,0.9193961203668818,0.92,0.132603759765625
creak,102,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.05994858713647253,0.9418129536403851,0.98,0.087767333984375
creak,103,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.07931447191890405,0.9237493855224632,0.94,0.140689697265625
creak,104,meta-llama/Llama-3.1-8B-Instruct,0,0.0,0.15085140252134688,0.8599754793529613,0.86,0.5175634765625
