dataset,shots,model,hmm,flip_prob,nll,prob,acc,nll_avg
logiqa,71,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.088091626892415,0.3368587328426841,0.42,1.4969720458984375
logiqa,72,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.3797539768020968,0.25164045483422814,0.22,1.861875
logiqa,73,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.4994180664428935,0.22326004486469478,0.2,2.0438665771484374
logiqa,74,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.2385757926694985,0.28979665469157967,0.32,1.71705078125
logiqa,75,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.3824823760000828,0.2509548149940072,0.24,1.726953125
logiqa,76,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.2953873854776945,0.2737917808253635,0.22448979591836735,1.8232172751913265
logiqa,77,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.1905292284868423,0.30406030410351254,0.2765957446808511,1.649434840425532
logiqa,78,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.4849296489398578,0.226518275916784,0.19047619047619047,1.9345586867559523
logiqa,79,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.0290487687917074,0.357346718300078,0.4375,1.5626411437988281
logiqa,80,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.3025817913183697,0.2718290803358855,0.21739130434782608,1.773649796195652
logiqa,81,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.149340777561455,0.3168455722585063,0.4375,1.691375732421875
logiqa,82,Qwen/Qwen2-1.5B-Instruct,0,0.5,2.5192802892968706,0.08051753523305395,0.0,3.1127232142857144
logiqa,83,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.8235319592350558,0.1614544920120239,0.0,2.220703125
logiqa,84,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.5171949684865804,0.21932624192718542,0.5,2.28515625
logiqa,85,Qwen/Qwen2-1.5B-Instruct,0,0.5,1.484375,0.22664394888734782,0.0,1.484375
